mask,p_center,p_first,p_second,p_radial_first,p_minus,p_plus
215,0.0034721127388431441,-0.0001211365040731096,0.00073377347888702428,-0.0010691973054826375,0.0035251315313185446,0.0034652269542038423
216,0.0036867169605873037,-0.00023509696119786218,0.0026274670057749453,-0.00086781656689729136,0.0038261770112850801,0.0037109047429149293
217,0.0047982546867633459,-0.00016419948776204372,0.0039022402339827242,0.0014721866331794205,0.0049602495257138933,0.0048804451876885901
218,0.0041702025327765022,-0.00026425013607589551,0.0040381850328008503,0.00011394911737872648,0.0043614660497319907,0.0042318271540342251
219,0.003935752323191345,-0.00037864245763844612,0.0050427316796093037,-0.00059263270236372745,0.0041880043699641665,0.004000299975937394
220,0.0039398757326024004,-0.00013549715929322699,0.0018926638844397091,-0.00011537523218072849,0.0040318204189091784,0.0039660814316674498
221,0.0037054255230172485,-0.00024988948085577815,0.002897210531248166,-0.00082195705192318396,0.0038583587391413528,0.0037345542535706169
222,0.0034304186037367669,-0.00012027463452212448,0.00055878202549934891,-0.0012271749024591219,0.0034767919883905833,0.0034182008327695358
223,0.0027877812967310295,3.7612535167159284e-05,-0.0027250844963253459,-0.002154014463050925,0.0026896428334974151,0.0027117147441895364
224,0.002241974639292303,-0.00013464571039025681,-0.0013133418009400959,-0.003308736901351425,0.0022338371634711579,0.0021685687666611118
225,0.0032981930159791464,6.7650238065883878e-06,-0.0011657460800943147,-0.0010651640818714007,0.0032601182329337541,0.0032636429738434002
226,0.0039347347782349891,0.00012072548093134094,-0.0014488837029822362,0.00034401108354325366,0.0038603818299672178,0.0039192742621323093
227,0.00375264795822458,-6.7546031585735119e-06,-8.0675591913559707e-05,-0.00017688774993439223,0.0037515676525763085,0.0037488857427286364
228,0.0044848271229635441,0.0002486061675150092,-0.0022587558219478278,0.0014289520667660756,0.0043542101835623093,0.0044748462716278012
229,0.0043027403029531333,0.00012112608342509481,-0.00089054771087915166,0.00090805323328842973,0.0042453960061713944,0.0043044577522241313
230,0.0045143585406972921,7.1656263003423722e-06,0.00098522991200876995,0.0010915180678737759,0.0045428599091379297,0.0045465539639352173
231,0.0038223138040312629,0.00012071506028332588,-0.0018987820309743603,-0.00011025708465095465,0.0037342071944571581,0.0037922567955602773
232,0.0032864660577754234,6.7546031585734687e-06,-0.0012188403120864401,-0.0011226281540656084,0.0032474070204236917,0.0032500889302713642
233,0.0042813358235867984,0.00010634398441519382,-0.00077506995341380469,0.0008040168204567472,0.0042317664465377318,0.0042831388064518468
234,0.0036447940613309544,-7.6164727095586968e-06,-0.00049193233052588427,-0.00060515834495790692,0.0036315028495042664,0.0036275075181629391
235,0.0034721127388431471,-0.00012113650407310972,0.00073377347888702439,-0.0010691973054826383,0.0035251315313185446,0.0034652269542038393
236,0.0038635721799687365,-0.00012071506028332598,0.0013982979349743611,-0.00039022701134904507,0.0039355681325428443,0.0038775185314397264
237,0.0036908908574809292,-0.00023423509164687711,0.0026240037443872708,-0.00085426597187377676,0.0038291968143571204,0.0037152379674806266
238,0.0034792726197367669,-0.00012027463452212445,0.00074822612149934948,-0.0010377308064591225,0.0035317329113905838,0.0034731417557695345
239,0.0028297654989010131,7.1760469483572218e-06,-0.0021469558559991044,-0.0020362978599320152,0.0027601161216479911,0.0027646530075072519
240,0.002487628417506433,-7.1552056523274082e-06,-0.0024210956800166461,-0.0025230139956795711,0.0024138850533721302,0.0024110338296368184
241,0.0034515943189531327,0.00012112608342509476,-0.0025011036148791508,-0.00070250267071156986,0.003344086929171397,0.0034031486752241287
242,0.0039456727667880704,0.00024814490045777811,-0.00351487247245707,0.00016152771748773517,0.0037763729796944459,0.003895864960153921
243,0.0037430242673975977,0.00013549715929322671,-0.0024110638844397039,-0.00040302476781927114,0.0036343733310908212,0.0037001123183325541
244,0.0033955804220595076,0.00012026421387410953,-0.0027050003534914726,-0.00092341326573508508,0.003282544626099356,0.0033402929506584295
245,0.0031929319226690466,7.6164727095586579e-06,-0.0016011917654741167,-0.0014879657510420933,0.0031405449774957353,0.0031445403088370652
246,0.0033884344015667851,-8.9838146303322392e-05,-1.9346614826894228e-05,-0.0013448915055780327,0.0034063187002400094,0.0033652625694518233
247,0.0028297654989010131,7.1760469483572362e-06,-0.0021469558559991052,-0.0020362978599320156,0.0027601161216479911,0.0027646530075072519
248,0.0026640152931568543,0.00012113650407310967,-0.0038512052868870236,-0.0020482345025173618,0.002514011564681454,0.0025739161417961611
249,0.0034479425961261561,0.00026337784587689514,-0.0047956600994052967,-0.00089280788059644994,0.0032340557616859123,0.0033615384048280412
250,0.0029538641482912244,0.00013635902884421211,-0.003781891241827384,-0.0017568382687957569,0.0028017697111628612,0.0028688221198982494
251,0.0027877812967310321,3.7612535167159379e-05,-0.0027250844963253502,-0.0021540144630509276,0.0026896428334974151,0.0027117147441895338
252,0.0027350860296534449,0.00024945761641797961,-0.0056721215073276326,-0.0019717696024046196,0.0024977044281242864,0.0026188111066214647
253,0.00256900317809325,0.00015071112274092673,-0.0046153147618255945,-0.0023689457966597888,0.002385577550458842,0.0024617037309127491
254,0.0023735006991955081,0.00024816574175380747,-0.0061971599124728089,-0.0025120200421238463,0.002119803827714564,0.002240981470297988
255,0.0019217390993465948,0.00030341738730412784,-0.0073663185909586129,-0.0028730942755344209,0.0016240133860409985,0.0017675739586835327
